animal_id,species,breed,sex,age_months,holding_id,area_id,vaccinated_fmd
KE-004637,cattle,Sahiwal,F,9,H00443,A11,0
KE-004638,cattle,Friesian cross,M,96,H00443,A11,1
KE-004639,cattle,Friesian cross,F,50,H00443,A11,1
KE-004640,cattle,Friesian cross,F,104,H00443,A11,1
KE-004641,cattle,Friesian cross,M,52,H00443,A11,0
KE-004642,cattle,Friesian cross,F,30,H00443,A11,0
KE-004643,cattle,Ayrshire cross,F,68,H00444,A11,1
KE-004644,cattle,Friesian cross,M,119,H00444,A11,1
KE-004645,cattle,Ayrshire cross,F,16,H00444,A11,1
KE-004646,cattle,Friesian cross,F,18,H00444,A11,1
KE-004647,cattle,Ayrshire cross,F,49,H00445,A11,0
KE-004648,cattle,Boran,F,100,H00445,A11,0
KE-004649,cattle,Zebu,M,109,H00445,A11,1
KE-004650,cattle,Boran,F,34,H00445,A11,1
KE-004651,cattle,Friesian cross,F,15,H00445,A11,0
KE-004652,cattle,Friesian cross,F,97,H00446,A11,0
KE-004653,cattle,Ayrshire cross,F,96,H00446,A11,0
KE-004654,cattle,Zebu,M,13,H00446,A11,0
KE-004655,cattle,Boran,M,84,H00446,A11,1
KE-004656,cattle,Boran,M,112,H00446,A11,0
KE-004657,cattle,Sahiwal,F,59,H00446,A11,1
KE-004658,cattle,Zebu,F,21,H00446,A11,0
KE-004659,cattle,Friesian cross,F,114,H00446,A11,1
KE-004660,cattle,Friesian cross,M,12,H00446,A11,0
KE-004661,cattle,Sahiwal,F,60,H00446,A11,0
KE-004662,cattle,Boran,F,34,H00446,A11,1
KE-004663,cattle,Sahiwal,F,34,H00446,A11,1
KE-004664,cattle,Sahiwal,F,89,H00446,A11,0
KE-004665,cattle,Sahiwal,F,114,H00446,A11,0
KE-004666,cattle,Sahiwal,M,6,H00447,A11,0
KE-004667,cattle,Sahiwal,F,29,H00447,A11,0
KE-004668,cattle,Friesian cross,M,81,H00447,A11,0
KE-004669,cattle,Friesian cross,F,78,H00447,A11,1
KE-004670,cattle,Zebu,F,65,H00447,A11,0
KE-004671,cattle,Sahiwal,F,55,H00447,A11,0
KE-004672,cattle,Zebu,F,107,H00447,A11,0
KE-004673,cattle,Ayrshire cross,M,21,H00447,A11,1
KE-004674,cattle,Sahiwal,M,54,H00447,A11,1
KE-004675,cattle,Zebu,F,101,H00447,A11,1
KE-004676,cattle,Ayrshire cross,F,114,H00447,A11,0
KE-004677,cattle,Sahiwal,F,105,H00447,A11,1
KE-004678,cattle,Friesian cross,F,44,H00447,A11,1
KE-004679,cattle,Sahiwal,M,50,H00447,A11,1
KE-004680,cattle,Friesian cross,F,85,H00447,A11,1
KE-004681,cattle,Boran,F,26,H00448,A11,0
KE-004682,cattle,Zebu,M,15,H00448,A11,0
KE-004683,cattle,Zebu,M,15,H00448,A11,0
KE-004684,cattle,Boran,M,10,H00448,A11,1
KE-004685,cattle,Zebu,F,81,H00448,A11,0
KE-004686,cattle,Boran,M,101,H00449,A11,0
KE-004687,cattle,Boran,M,14,H00449,A11,1
KE-004688,cattle,Zebu,F,20,H00449,A11,0
KE-004689,cattle,Friesian cross,F,83,H00449,A11,0
KE-004690,cattle,Sahiwal,F,98,H00449,A11,0
KE-004691,cattle,Friesian cross,M,88,H00450,A11,0
KE-004692,cattle,Zebu,F,64,H00450,A11,0
KE-004693,cattle,Sahiwal,F,44,H00450,A11,1
KE-004694,cattle,Ayrshire cross,F,79,H00450,A11,0
KE-004695,cattle,Ayrshire cross,M,24,H00450,A11,1
KE-004696,cattle,Ayrshire cross,F,52,H00450,A11,0
KE-004697,cattle,Ayrshire cross,F,55,H00450,A11,0
KE-004698,cattle,Ayrshire cross,F,92,H00450,A11,0
KE-004699,cattle,Ayrshire cross,M,115,H00451,A11,0
KE-004700,cattle,Zebu,M,92,H00451,A11,0
KE-004701,cattle,Sahiwal,M,15,H00451,A11,0
KE-004702,cattle,Friesian cross,F,73,H00452,A11,1
KE-004703,cattle,Friesian cross,M,97,H00452,A11,1
KE-004704,cattle,Ayrshire cross,F,75,H00452,A11,0
KE-004705,cattle,Boran,F,72,H00452,A11,1
KE-004706,cattle,Boran,F,16,H00452,A11,0
KE-004707,cattle,Zebu,M,112,H00453,A11,0
KE-004708,cattle,Ayrshire cross,F,43,H00453,A11,0
KE-004709,cattle,Boran,F,63,H00453,A11,0
KE-004710,cattle,Friesian cross,F,82,H00453,A11,1
KE-004711,cattle,Zebu,F,76,H00454,A11,0
KE-004712,cattle,Zebu,M,100,H00454,A11,0
KE-004713,cattle,Boran,F,8,H00454,A11,1
KE-004714,cattle,Boran,M,107,H00454,A11,0
KE-004715,cattle,Sahiwal,F,92,H00454,A11,0
KE-004716,cattle,Ayrshire cross,F,111,H00455,A11,1
KE-004717,cattle,Zebu,F,106,H00455,A11,1
KE-004718,cattle,Friesian cross,F,10,H00455,A11,0
KE-004719,cattle,Sahiwal,F,52,H00456,A11,0
KE-004720,cattle,Zebu,M,79,H00456,A11,0
KE-004721,cattle,Sahiwal,M,79,H00457,A11,1
KE-004722,cattle,Sahiwal,F,40,H00457,A11,1
KE-004723,cattle,Zebu,F,119,H00458,A11,0
KE-004724,cattle,Boran,F,15,H00458,A11,0
KE-004725,cattle,Boran,F,28,H00458,A11,0
KE-004726,cattle,Friesian cross,M,61,H00459,A11,0
KE-004727,cattle,Boran,M,60,H00459,A11,1
KE-004728,cattle,Zebu,F,37,H00459,A11,0
KE-004729,cattle,Ayrshire cross,F,68,H00459,A11,0
KE-004730,cattle,Ayrshire cross,M,37,H00460,A11,0
KE-004731,cattle,Boran,F,61,H00460,A11,1
KE-004732,cattle,Boran,M,50,H00460,A11,0
KE-004733,cattle,Boran,M,23,H00460,A11,0
KE-004734,cattle,Zebu,F,114,H00461,A11,0
KE-004735,cattle,Sahiwal,M,60,H00461,A11,0
KE-004736,cattle,Friesian cross,M,21,H00461,A11,0
KE-004737,cattle,Ayrshire cross,F,75,H00461,A11,0
KE-004738,cattle,Sahiwal,F,20,H00461,A11,1
KE-004739,cattle,Zebu,F,20,H00461,A11,0
KE-004740,cattle,Ayrshire cross,M,31,H00461,A11,0
KE-004741,cattle,Sahiwal,M,25,H00461,A11,0
KE-004742,cattle,Zebu,F,110,H00461,A11,0
KE-004743,cattle,Friesian cross,M,39,H00461,A11,1
KE-004744,cattle,Zebu,F,100,H00461,A11,0
KE-004745,cattle,Ayrshire cross,F,57,H00461,A11,1
KE-004746,cattle,Sahiwal,M,38,H00461,A11,0
KE-004747,cattle,Sahiwal,F,29,H00461,A11,1
KE-004748,cattle,Ayrshire cross,M,87,H00462,A11,0
KE-004749,cattle,Zebu,F,106,H00462,A11,1
KE-004750,cattle,Sahiwal,F,108,H00462,A11,1
KE-004751,cattle,Friesian cross,M,41,H00462,A11,0
KE-004752,cattle,Friesian cross,F,118,H00462,A11,1
KE-004753,cattle,Ayrshire cross,M,49,H00462,A11,1
KE-004754,cattle,Boran,F,114,H00462,A11,0
KE-004755,cattle,Zebu,F,100,H00462,A11,0
KE-004756,cattle,Zebu,M,47,H00462,A11,0
KE-004757,cattle,Zebu,F,70,H00463,A12,0
KE-004758,cattle,Zebu,F,113,H00463,A12,0
KE-004759,cattle,Sahiwal,F,63,H00463,A12,0
KE-004760,cattle,Friesian cross,F,11,H00464,A12,0
KE-004761,cattle,Sahiwal,F,18,H00464,A12,0
KE-004762,cattle,Sahiwal,M,96,H00464,A12,1
KE-004763,cattle,Zebu,F,101,H00464,A12,1
KE-004764,cattle,Zebu,F,89,H00464,A12,0
KE-004765,cattle,Ayrshire cross,F,38,H00465,A12,0
KE-004766,cattle,Sahiwal,F,19,H00465,A12,1
KE-004767,cattle,Ayrshire cross,M,42,H00465,A12,1
KE-004768,cattle,Zebu,F,75,H00465,A12,0
KE-004769,cattle,Boran,M,61,H00466,A12,0
KE-004770,cattle,Sahiwal,M,24,H00466,A12,1
KE-004771,cattle,Friesian cross,F,60,H00466,A12,1
KE-004772,cattle,Ayrshire cross,F,16,H00466,A12,1
KE-004773,cattle,Ayrshire cross,F,71,H00467,A12,0
KE-004774,cattle,Sahiwal,F,108,H00467,A12,1
KE-004775,cattle,Ayrshire cross,M,52,H00467,A12,0
KE-004776,cattle,Zebu,M,18,H00467,A12,0
KE-004777,cattle,Ayrshire cross,M,45,H00467,A12,0
KE-004778,cattle,Boran,F,62,H00468,A12,0
KE-004779,cattle,Ayrshire cross,F,30,H00468,A12,1
KE-004780,cattle,Zebu,M,76,H00468,A12,0
KE-004781,cattle,Zebu,F,102,H00468,A12,1
KE-004782,cattle,Boran,F,66,H00468,A12,1
KE-004783,cattle,Boran,F,92,H00468,A12,1
KE-004784,cattle,Ayrshire cross,M,64,H00469,A12,0
KE-004785,cattle,Boran,F,24,H00469,A12,0
KE-004786,cattle,Sahiwal,F,12,H00469,A12,0
KE-004787,cattle,Sahiwal,F,86,H00469,A12,0
KE-004788,cattle,Sahiwal,F,42,H00470,A12,1
KE-004789,cattle,Zebu,F,58,H00470,A12,0
KE-004790,cattle,Zebu,F,104,H00470,A12,0
KE-004791,cattle,Sahiwal,F,117,H00470,A12,0
KE-004792,cattle,Boran,M,119,H00470,A12,0
KE-004793,cattle,Ayrshire cross,M,106,H00470,A12,1
KE-004794,cattle,Ayrshire cross,F,31,H00470,A12,0
KE-004795,cattle,Sahiwal,F,43,H00470,A12,0
KE-004796,cattle,Sahiwal,F,86,H00471,A12,1
KE-004797,cattle,Friesian cross,F,20,H00471,A12,0
KE-004798,cattle,Boran,M,18,H00471,A12,1
KE-004799,cattle,Zebu,M,8,H00472,A12,0
KE-004800,cattle,Boran,F,45,H00472,A12,0
KE-004801,cattle,Ayrshire cross,M,46,H00472,A12,0
KE-004802,cattle,Friesian cross,F,106,H00472,A12,0
KE-004803,cattle,Boran,F,85,H00472,A12,0
KE-004804,cattle,Sahiwal,F,81,H00473,A12,0
KE-004805,cattle,Friesian cross,F,35,H00473,A12,1
KE-004806,cattle,Zebu,F,8,H00473,A12,1
KE-004807,cattle,Zebu,F,8,H00473,A12,0
KE-004808,cattle,Boran,M,51,H00473,A12,0
KE-004809,cattle,Zebu,F,22,H00473,A12,0
KE-004810,cattle,Ayrshire cross,F,47,H00473,A12,0
KE-004811,cattle,Boran,F,79,H00473,A12,0
KE-004812,cattle,Ayrshire cross,M,39,H00473,A12,0
KE-004813,cattle,Friesian cross,M,39,H00473,A12,0
KE-004814,cattle,Friesian cross,F,61,H00473,A12,0
KE-004815,cattle,Boran,F,52,H00473,A12,0
KE-004816,cattle,Zebu,F,55,H00473,A12,0
KE-004817,cattle,Zebu,F,33,H00473,A12,0
KE-004818,cattle,Zebu,M,19,H00473,A12,0
KE-004819,cattle,Zebu,F,62,H00473,A12,0
KE-004820,cattle,Boran,F,109,H00473,A12,0
KE-004821,cattle,Ayrshire cross,M,64,H00473,A12,0
KE-004822,cattle,Ayrshire cross,M,50,H00473,A12,0
KE-004823,cattle,Boran,F,36,H00473,A12,0
KE-004824,cattle,Friesian cross,F,76,H00474,A12,0
KE-004825,cattle,Ayrshire cross,F,114,H00474,A12,0
KE-004826,cattle,Friesian cross,F,88,H00474,A12,0
KE-004827,cattle,Friesian cross,F,72,H00474,A12,0
KE-004828,cattle,Ayrshire cross,F,54,H00474,A12,1
KE-004829,cattle,Friesian cross,M,95,H00475,A12,0
KE-004830,cattle,Sahiwal,F,14,H00475,A12,0
KE-004831,cattle,Ayrshire cross,F,48,H00475,A12,1
KE-004832,cattle,Ayrshire cross,F,59,H00475,A12,0
KE-004833,cattle,Zebu,F,24,H00475,A12,0
KE-004834,cattle,Sahiwal,F,68,H00475,A12,1
KE-004835,cattle,Ayrshire cross,F,66,H00475,A12,0
KE-004836,cattle,Boran,F,48,H00475,A12,0
KE-004837,cattle,Friesian cross,F,50,H00475,A12,0
KE-004838,cattle,Sahiwal,M,55,H00475,A12,1
KE-004839,cattle,Sahiwal,M,105,H00476,A12,1
KE-004840,cattle,Friesian cross,M,66,H00476,A12,0
KE-004841,cattle,Sahiwal,M,50,H00476,A12,0
KE-004842,cattle,Zebu,M,116,H00476,A12,0
KE-004843,cattle,Friesian cross,F,88,H00476,A12,0
KE-004844,cattle,Friesian cross,F,75,H00477,A12,0
KE-004845,cattle,Ayrshire cross,M,17,H00477,A12,0
KE-004846,cattle,Sahiwal,F,69,H00477,A12,0
KE-004847,cattle,Zebu,M,45,H00477,A12,0
KE-004848,cattle,Zebu,F,62,H00477,A12,0
KE-004849,cattle,Ayrshire cross,M,58,H00477,A12,0
KE-004850,cattle,Sahiwal,F,92,H00478,A12,1
KE-004851,cattle,Friesian cross,M,111,H00478,A12,1
KE-004852,cattle,Friesian cross,F,84,H00478,A12,1
KE-004853,cattle,Friesian cross,M,119,H00478,A12,0
KE-004854,cattle,Sahiwal,F,22,H00479,A12,0
KE-004855,cattle,Zebu,F,82,H00479,A12,0
KE-004856,cattle,Friesian cross,F,10,H00479,A12,0
KE-004857,cattle,Friesian cross,F,6,H00479,A12,0
KE-004858,cattle,Sahiwal,F,69,H00480,A12,1
KE-004859,cattle,Friesian cross,F,90,H00480,A12,0
KE-004860,cattle,Sahiwal,F,69,H00480,A12,0
KE-004861,cattle,Ayrshire cross,F,85,H00481,A12,0
KE-004862,cattle,Zebu,F,55,H00481,A12,0
KE-004863,cattle,Ayrshire cross,F,57,H00481,A12,1
KE-004864,cattle,Ayrshire cross,F,88,H00481,A12,0
KE-004865,cattle,Zebu,F,77,H00481,A12,0
KE-004866,cattle,Zebu,M,47,H00481,A12,0
KE-004867,cattle,Ayrshire cross,F,102,H00482,A12,0
KE-004868,cattle,Friesian cross,M,80,H00482,A12,1
KE-004869,cattle,Ayrshire cross,M,109,H00482,A12,1
KE-004870,cattle,Friesian cross,M,119,H00483,A12,0
KE-004871,cattle,Ayrshire cross,F,6,H00483,A12,0
KE-004872,cattle,Sahiwal,M,7,H00483,A12,0
KE-004873,cattle,Sahiwal,M,37,H00483,A12,1
KE-004874,cattle,Zebu,M,99,H00483,A12,0
KE-004875,cattle,Ayrshire cross,F,63,H00483,A12,1
KE-004876,cattle,Sahiwal,F,105,H00484,A12,0
KE-004877,cattle,Friesian cross,M,40,H00484,A12,0
KE-004878,cattle,Zebu,F,24,H00484,A12,1
KE-004879,cattle,Friesian cross,F,24,H00484,A12,0
KE-004880,cattle,Friesian cross,F,67,H00484,A12,0
KE-004881,cattle,Friesian cross,F,96,H00484,A12,1
KE-004882,cattle,Friesian cross,F,93,H00484,A12,0
KE-004883,cattle,Zebu,M,97,H00484,A12,1
KE-004884,cattle,Friesian cross,M,18,H00485,A12,0
KE-004885,cattle,Zebu,F,50,H00485,A12,1
KE-004886,cattle,Friesian cross,M,79,H00485,A12,0
KE-004887,cattle,Zebu,M,58,H00485,A12,0
KE-004888,cattle,Sahiwal,M,12,H00485,A12,1
KE-004889,cattle,Ayrshire cross,F,41,H00485,A12,1
KE-004890,cattle,Ayrshire cross,F,10,H00486,A12,1
KE-004891,cattle,Sahiwal,F,66,H00486,A12,0
KE-004892,cattle,Boran,F,108,H00486,A12,0
KE-004893,cattle,Ayrshire cross,F,23,H00486,A12,0
KE-004894,cattle,Friesian cross,F,29,H00487,A12,0
KE-004895,cattle,Zebu,M,96,H00487,A12,0
KE-004896,cattle,Ayrshire cross,F,55,H00487,A12,1
KE-004897,cattle,Boran,M,66,H00487,A12,1
KE-004898,cattle,Zebu,F,28,H00487,A12,0
KE-004899,cattle,Ayrshire cross,M,57,H00487,A12,0
KE-004900,cattle,Sahiwal,F,48,H00488,A12,0
KE-004901,cattle,Ayrshire cross,F,92,H00488,A12,1
KE-004902,cattle,Ayrshire cross,F,21,H00488,A12,1
KE-004903,cattle,Boran,M,24,H00488,A12,0
KE-004904,cattle,Zebu,M,90,H00489,A12,0
KE-004905,cattle,Sahiwal,F,115,H00489,A12,1
KE-004906,cattle,Sahiwal,M,23,H00489,A12,1
KE-004907,cattle,Zebu,F,44,H00489,A12,0
KE-004908,cattle,Sahiwal,M,73,H00489,A12,0
KE-004909,cattle,Ayrshire cross,F,103,H00489,A12,0
KE-004910,cattle,Boran,F,73,H00489,A12,0
KE-004911,cattle,Sahiwal,M,113,H00489,A12,0
KE-004912,cattle,Zebu,F,49,H00490,A12,1
KE-004913,cattle,Zebu,M,105,H00490,A12,0
KE-004914,cattle,Sahiwal,F,102,H00491,A12,1
KE-004915,cattle,Boran,F,24,H00491,A12,0
KE-004916,cattle,Boran,M,25,H00491,A12,0
KE-004917,cattle,Friesian cross,M,41,H00491,A12,0
KE-004918,cattle,Boran,F,89,H00492,A12,0
KE-004919,cattle,Sahiwal,F,7,H00492,A12,0
KE-004920,cattle,Sahiwal,M,116,H00493,A12,1
KE-004921,cattle,Boran,F,117,H00493,A12,1
KE-004922,cattle,Zebu,M,91,H00494,A12,0
KE-004923,cattle,Ayrshire cross,F,100,H00494,A12,1
KE-004924,cattle,Friesian cross,F,12,H00494,A12,0
KE-004925,cattle,Zebu,F,18,H00494,A12,0
KE-004926,cattle,Zebu,F,88,H00494,A12,1
KE-004927,cattle,Friesian cross,M,81,H00494,A12,1
KE-004928,cattle,Ayrshire cross,M,8,H00494,A12,0
KE-004929,cattle,Friesian cross,F,28,H00494,A12,0
KE-004930,cattle,Boran,F,20,H00494,A12,0
KE-004931,cattle,Ayrshire cross,F,63,H00494,A12,0
KE-004932,cattle,Friesian cross,F,59,H00495,A12,1
KE-004933,cattle,Zebu,F,12,H00495,A12,0
KE-004934,cattle,Boran,M,77,H00495,A12,1
KE-004935,cattle,Friesian cross,F,93,H00495,A12,0
KE-004936,cattle,Sahiwal,F,46,H00495,A12,1
KE-004937,cattle,Sahiwal,M,11,H00495,A12,1
KE-004938,cattle,Friesian cross,M,7,H00495,A12,1
KE-004939,cattle,Boran,M,72,H00495,A12,0
KE-004940,cattle,Sahiwal,F,11,H00496,A12,0
KE-004941,cattle,Zebu,M,45,H00496,A12,0
KE-004942,cattle,Boran,F,22,H00496,A12,0
KE-004943,cattle,Sahiwal,M,57,H00497,A12,1
KE-004944,cattle,Sahiwal,M,10,H00497,A12,0
KE-004945,cattle,Ayrshire cross,M,16,H00498,A12,0
KE-004946,cattle,Ayrshire cross,F,7,H00499,A12,1
KE-004947,cattle,Friesian cross,F,85,H00499,A12,0
KE-004948,cattle,Zebu,M,28,H00499,A12,0
KE-004949,cattle,Friesian cross,F,51,H00500,A12,0
KE-004950,cattle,Friesian cross,M,22,H00500,A12,0
KE-004951,cattle,Zebu,F,106,H00500,A12,1
KE-004952,cattle,Zebu,F,43,H00500,A12,1
KE-004953,cattle,Friesian cross,F,119,H00500,A12,1
KE-004954,cattle,Sahiwal,F,37,H00500,A12,0
KE-004955,cattle,Ayrshire cross,M,13,H00500,A12,0
KE-004956,cattle,Boran,M,30,H00500,A12,0
KE-004957,cattle,Friesian cross,M,54,H00500,A12,0
KE-004958,cattle,Sahiwal,F,48,H00500,A12,1
KE-004959,cattle,Ayrshire cross,M,64,H00500,A12,1
KE-004960,cattle,Sahiwal,M,110,H00500,A12,1
KE-004961,cattle,Boran,M,105,H00500,A12,1
KE-004962,cattle,Zebu,M,65,H00500,A12,0
KE-004963,cattle,Zebu,M,38,H00500,A12,0
KE-004964,cattle,Friesian cross,F,118,H00500,A12,0
KE-004965,cattle,Friesian cross,F,105,H00500,A12,0
KE-004966,cattle,Sahiwal,F,72,H00500,A12,0
KE-004967,cattle,Friesian cross,M,13,H00501,A12,1
KE-004968,cattle,Sahiwal,F,99,H00501,A12,1
KE-004969,cattle,Friesian cross,M,115,H00501,A12,1
KE-004970,cattle,Sahiwal,F,36,H00501,A12,0
KE-004971,cattle,Zebu,M,39,H00501,A12,1
KE-004972,cattle,Ayrshire cross,F,86,H00501,A12,1
KE-004973,cattle,Boran,F,112,H00502,A12,0
KE-004974,cattle,Ayrshire cross,F,17,H00502,A12,0
KE-004975,cattle,Zebu,F,81,H00502,A12,0
KE-004976,cattle,Ayrshire cross,M,26,H00503,A12,1
KE-004977,cattle,Boran,F,66,H00503,A12,0
KE-004978,cattle,Ayrshire cross,M,112,H00503,A12,0
KE-004979,cattle,Zebu,F,33,H00503,A12,0
KE-004980,cattle,Friesian cross,F,15,H00503,A12,0
KE-004981,cattle,Sahiwal,F,119,H00503,A12,0
KE-004982,cattle,Boran,M,110,H00504,A12,0
KE-004983,cattle,Friesian cross,F,96,H00504,A12,0
KE-004984,cattle,Boran,M,12,H00505,A12,0
KE-004985,cattle,Sahiwal,F,19,H00505,A12,0
KE-004986,cattle,Sahiwal,M,23,H00505,A12,0
KE-004987,cattle,Sahiwal,F,46,H00505,A12,0
KE-004988,cattle,Friesian cross,F,46,H00506,A12,0
KE-004989,cattle,Ayrshire cross,F,104,H00506,A12,0
KE-004990,cattle,Sahiwal,M,41,H00506,A12,1
KE-004991,cattle,Sahiwal,F,68,H00506,A12,1
KE-004992,cattle,Friesian cross,F,116,H00506,A12,1
KE-004993,cattle,Zebu,F,79,H00507,A12,1
KE-004994,cattle,Ayrshire cross,F,40,H00507,A12,0
KE-004995,cattle,Sahiwal,F,70,H00507,A12,0
KE-004996,cattle,Boran,M,109,H00507,A12,1
KE-004997,cattle,Zebu,F,80,H00508,A12,1
KE-004998,cattle,Friesian cross,M,104,H00508,A12,1
KE-004999,cattle,Zebu,M,105,H00508,A12,0
KE-005000,cattle,Friesian cross,F,96,H00508,A12,0
KE-005001,cattle,Sahiwal,F,28,H00508,A12,1
KE-005002,cattle,Boran,F,99,H00508,A12,0
KE-005003,cattle,Friesian cross,F,94,H00508,A12,1
KE-005004,cattle,Sahiwal,M,35,H00509,A12,1
KE-005005,cattle,Sahiwal,F,51,H00509,A12,0
KE-005006,cattle,Zebu,F,96,H00509,A12,0
KE-005007,cattle,Zebu,M,102,H00509,A12,0
KE-005008,cattle,Friesian cross,M,13,H00509,A12,0
KE-005009,cattle,Sahiwal,F,41,H00510,A12,1
KE-005010,cattle,Zebu,F,75,H00510,A12,0
KE-005011,cattle,Ayrshire cross,F,99,H00510,A12,1
KE-005012,cattle,Boran,F,21,H00510,A12,0
KE-005013,cattle,Friesian cross,M,78,H00510,A12,0
KE-005014,cattle,Friesian cross,M,29,H00510,A12,0
KE-005015,cattle,Boran,F,62,H00511,A12,1
KE-005016,cattle,Zebu,F,83,H00511,A12,1
KE-005017,cattle,Zebu,F,19,H00511,A12,0
KE-005018,cattle,Ayrshire cross,F,69,H00512,A12,1
KE-005019,cattle,Boran,M,94,H00512,A12,1
KE-005020,cattle,Boran,F,59,H00512,A12,0
KE-005021,cattle,Friesian cross,F,20,H00512,A12,0
KE-005022,cattle,Sahiwal,F,48,H00512,A12,1
KE-005023,cattle,Boran,M,12,H00512,A12,0
KE-005024,cattle,Ayrshire cross,M,6,H00512,A12,1
KE-005025,cattle,Ayrshire cross,M,69,H00512,A12,0
KE-005026,cattle,Boran,F,66,H00513,A12,1
KE-005027,cattle,Sahiwal,F,119,H00513,A12,1
KE-005028,cattle,Zebu,F,113,H00513,A12,0
KE-005029,cattle,Zebu,F,37,H00513,A12,1
KE-005030,cattle,Ayrshire cross,F,50,H00513,A12,0
KE-005031,cattle,Boran,M,106,H00513,A12,1
KE-005032,cattle,Sahiwal,M,115,H00513,A12,0
KE-005033,cattle,Boran,F,86,H00513,A12,1
KE-005034,cattle,Ayrshire cross,F,109,H00513,A12,0
KE-005035,cattle,Zebu,F,88,H00513,A12,0
KE-005036,cattle,Friesian cross,F,116,H00513,A12,0
KE-005037,cattle,Ayrshire cross,F,117,H00514,A13,1
KE-005038,cattle,Ayrshire cross,M,68,H00514,A13,0
KE-005039,cattle,Ayrshire cross,F,12,H00514,A13,0
KE-005040,cattle,Sahiwal,F,42,H00515,A13,0
KE-005041,cattle,Sahiwal,M,9,H00515,A13,0
KE-005042,cattle,Zebu,F,77,H00515,A13,1
KE-005043,cattle,Zebu,F,70,H00515,A13,1
KE-005044,cattle,Boran,F,72,H00515,A13,1
KE-005045,cattle,Boran,F,80,H00515,A13,1
KE-005046,cattle,Ayrshire cross,F,6,H00515,A13,0
KE-005047,cattle,Zebu,F,66,H00515,A13,0
KE-005048,cattle,Friesian cross,F,119,H00515,A13,0
KE-005049,cattle,Zebu,M,76,H00515,A13,0
KE-005050,cattle,Boran,F,10,H00516,A13,1
KE-005051,cattle,Sahiwal,F,94,H00516,A13,0
KE-005052,cattle,Boran,F,8,H00516,A13,1
KE-005053,cattle,Zebu,F,59,H00516,A13,0
KE-005054,cattle,Ayrshire cross,F,62,H00517,A13,0
KE-005055,cattle,Ayrshire cross,M,111,H00517,A13,0
KE-005056,cattle,Boran,M,61,H00517,A13,0
KE-005057,cattle,Ayrshire cross,M,112,H00517,A13,1
KE-005058,cattle,Boran,M,11,H00517,A13,0
KE-005059,cattle,Boran,M,74,H00517,A13,0
KE-005060,cattle,Sahiwal,F,45,H00517,A13,1
KE-005061,cattle,Zebu,M,72,H00517,A13,1
KE-005062,cattle,Sahiwal,M,102,H00517,A13,1
KE-005063,cattle,Zebu,M,102,H00517,A13,0
KE-005064,cattle,Ayrshire cross,F,33,H00518,A13,0
KE-005065,cattle,Boran,F,34,H00518,A13,0
KE-005066,cattle,Ayrshire cross,M,89,H00518,A13,0
KE-005067,cattle,Sahiwal,F,6,H00518,A13,0
KE-005068,cattle,Boran,F,55,H00519,A13,0
KE-005069,cattle,Sahiwal,F,11,H00519,A13,0
KE-005070,cattle,Zebu,F,78,H00519,A13,1
KE-005071,cattle,Sahiwal,M,107,H00519,A13,0
KE-005072,cattle,Boran,F,8,H00519,A13,1
KE-005073,cattle,Sahiwal,F,26,H00519,A13,1
KE-005074,cattle,Friesian cross,F,43,H00519,A13,0
KE-005075,cattle,Sahiwal,F,62,H00519,A13,1
KE-005076,cattle,Zebu,F,105,H00519,A13,1
KE-005077,cattle,Friesian cross,M,76,H00519,A13,0
KE-005078,cattle,Friesian cross,F,52,H00520,A13,1
KE-005079,cattle,Zebu,F,70,H00520,A13,1
KE-005080,cattle,Boran,M,7,H00520,A13,1
KE-005081,cattle,Sahiwal,M,36,H00520,A13,0
KE-005082,cattle,Sahiwal,M,71,H00520,A13,1
KE-005083,cattle,Ayrshire cross,F,98,H00521,A13,0
KE-005084,cattle,Sahiwal,F,32,H00521,A13,0
KE-005085,cattle,Sahiwal,F,22,H00521,A13,0
KE-005086,cattle,Zebu,M,30,H00521,A13,1
KE-005087,cattle,Boran,F,77,H00521,A13,0
KE-005088,cattle,Friesian cross,M,80,H00522,A13,0
KE-005089,cattle,Ayrshire cross,F,69,H00522,A13,0
KE-005090,cattle,Ayrshire cross,F,14,H00522,A13,0
KE-005091,cattle,Friesian cross,F,111,H00522,A13,0
KE-005092,cattle,Zebu,F,34,H00522,A13,0
KE-005093,cattle,Sahiwal,M,89,H00522,A13,0
KE-005094,cattle,Zebu,F,14,H00522,A13,1
KE-005095,cattle,Zebu,M,111,H00522,A13,1
KE-005096,cattle,Boran,F,33,H00522,A13,0
KE-005097,cattle,Boran,F,18,H00522,A13,1
KE-005098,cattle,Ayrshire cross,F,79,H00522,A13,1
KE-005099,cattle,Zebu,F,95,H00523,A13,0
KE-005100,cattle,Sahiwal,F,30,H00523,A13,1
KE-005101,cattle,Boran,F,75,H00523,A13,0
KE-005102,cattle,Sahiwal,F,6,H00523,A13,0
KE-005103,cattle,Ayrshire cross,F,58,H00524,A13,0
KE-005104,cattle,Friesian cross,M,55,H00524,A13,0
KE-005105,cattle,Ayrshire cross,M,113,H00524,A13,0
KE-005106,cattle,Zebu,M,47,H00525,A13,0
KE-005107,cattle,Boran,F,27,H00525,A13,1
KE-005108,cattle,Boran,M,92,H00525,A13,1
KE-005109,cattle,Sahiwal,M,67,H00525,A13,0
KE-005110,cattle,Boran,F,26,H00526,A13,1
