week,from_holding,to_holding,from_area,to_area,n_animals,permit_recorded,date
72,H00500,H00245,11,5,24,1,2024-05-20
72,H00510,H00582,11,13,18,0,2024-05-20
72,H00513,H00480,11,11,7,0,2024-05-20
72,H00532,H00576,12,12,24,1,2024-05-20
72,H00535,H00543,12,12,2,1,2024-05-20
72,H00563,H00564,12,12,13,1,2024-05-20
72,H00566,H00449,12,10,4,1,2024-05-20
72,H00583,H00609,13,13,10,0,2024-05-20
72,H00600,H00581,13,13,24,1,2024-05-20
72,H00602,H00281,13,6,7,1,2024-05-20
72,H00604,H00626,13,13,21,0,2024-05-20
72,H00612,H00642,13,14,24,0,2024-05-20
72,H00613,H00591,13,13,24,0,2024-05-20
72,H00631,H00647,14,14,11,1,2024-05-20
72,H00635,H00655,14,14,17,0,2024-05-20
72,H00643,H00573,14,12,14,1,2024-05-20
72,H00657,H00643,14,14,16,1,2024-05-20
72,H00665,H00691,15,15,13,1,2024-05-20
72,H00671,H00691,15,15,13,0,2024-05-20
72,H00678,H00700,15,15,4,0,2024-05-20
72,H00685,H00438,15,10,14,0,2024-05-20
72,H00690,H00668,15,15,14,1,2024-05-20
72,H00698,H00751,15,17,16,1,2024-05-20
72,H00706,H00885,16,21,8,1,2024-05-20
72,H00738,H00439,16,10,3,1,2024-05-20
72,H00739,H00736,16,16,13,1,2024-05-20
72,H00745,H00761,17,17,20,0,2024-05-20
72,H00774,H00698,18,15,13,1,2024-05-20
72,H00776,H00798,18,18,17,1,2024-05-20
72,H00807,H00795,18,18,19,0,2024-05-20
72,H00815,H00838,19,19,23,1,2024-05-20
72,H00817,H00821,19,19,11,1,2024-05-20
72,H00842,H00948,20,23,19,1,2024-05-20
72,H00844,H00075,20,1,12,1,2024-05-20
72,H00854,H00860,20,20,11,1,2024-05-20
72,H00864,H00865,20,20,10,1,2024-05-20
72,H00867,H00919,20,22,7,0,2024-05-20
72,H00874,H00899,21,21,8,1,2024-05-20
72,H00888,H00896,21,21,21,1,2024-05-20
72,H00925,H00936,22,23,19,1,2024-05-20
72,H00965,H00978,24,24,16,0,2024-05-20
72,H00975,H00680,24,15,7,1,2024-05-20
72,H00981,H00292,24,6,10,0,2024-05-20
72,H00982,H00315,24,7,8,1,2024-05-20
72,H00988,H00986,24,24,4,0,2024-05-20
72,H01019,H01007,25,25,24,1,2024-05-20
72,H01020,H00857,25,20,14,1,2024-05-20
73,H00032,H00449,0,10,16,0,2024-05-27
73,H00033,H00827,0,19,21,1,2024-05-27
73,H00042,H00375,1,8,13,1,2024-05-27
73,H00064,H00027,1,0,4,1,2024-05-27
73,H00083,H00043,1,1,10,1,2024-05-27
73,H00084,H00638,1,14,4,1,2024-05-27
73,H00087,H00063,1,1,22,0,2024-05-27
73,H00099,H00119,2,2,9,1,2024-05-27
73,H00121,H00101,2,2,22,1,2024-05-27
73,H00124,H00421,2,10,13,0,2024-05-27
73,H00145,H00180,3,3,17,0,2024-05-27
73,H00189,H00844,4,20,6,1,2024-05-27
73,H00192,H00427,4,10,2,1,2024-05-27
73,H00211,H00631,4,14,16,1,2024-05-27
73,H00220,H00200,4,4,15,1,2024-05-27
73,H00228,H00206,4,4,12,1,2024-05-27
73,H00262,H00262,5,5,11,1,2024-05-27
73,H00264,H00296,5,6,11,1,2024-05-27
73,H00272,H00277,6,6,24,1,2024-05-27
73,H00278,H00289,6,6,15,1,2024-05-27
73,H00281,H00020,6,0,8,1,2024-05-27
73,H00308,H00865,7,20,11,0,2024-05-27
73,H00316,H00341,7,7,23,0,2024-05-27
73,H00324,H00400,7,9,19,1,2024-05-27
73,H00333,H00273,7,6,10,1,2024-05-27
73,H00339,H00309,7,7,16,0,2024-05-27
73,H00351,H00358,8,8,14,1,2024-05-27
73,H00379,H00410,9,9,7,1,2024-05-27
73,H00380,H00365,9,8,3,1,2024-05-27
73,H00389,H00391,9,9,15,1,2024-05-27
73,H00395,H00408,9,9,4,0,2024-05-27
73,H00403,H00974,9,24,14,1,2024-05-27
73,H00418,H00787,10,18,6,1,2024-05-27
73,H00426,H00419,10,10,15,0,2024-05-27
73,H00446,H00444,10,10,13,0,2024-05-27
73,H00458,H00441,10,10,9,0,2024-05-27
73,H00492,H00505,11,11,14,1,2024-05-27
73,H00505,H00464,11,11,23,1,2024-05-27
73,H00518,H00657,12,14,4,1,2024-05-27
73,H00525,H00557,12,12,20,0,2024-05-27
73,H00526,H00643,12,14,16,1,2024-05-27
73,H00555,H00628,12,14,8,0,2024-05-27
73,H00566,H00550,12,12,17,0,2024-05-27
73,H00577,H00555,12,12,19,0,2024-05-27
73,H00587,H00602,13,13,14,1,2024-05-27
73,H00609,H00000,13,0,9,1,2024-05-27
73,H00613,H00181,13,3,8,1,2024-05-27
73,H00621,H00622,13,13,20,1,2024-05-27
73,H00624,H00215,13,4,17,1,2024-05-27
73,H00638,H00440,14,10,19,1,2024-05-27
73,H00645,H00635,14,14,21,0,2024-05-27
73,H00657,H00614,14,13,4,0,2024-05-27
73,H00665,H00802,15,18,17,1,2024-05-27
73,H00670,H00782,15,18,24,0,2024-05-27
73,H00675,H00693,15,15,10,1,2024-05-27
73,H00687,H00699,15,15,21,0,2024-05-27
73,H00690,H00731,15,16,12,0,2024-05-27
73,H00731,H00720,16,16,3,0,2024-05-27
73,H00735,H00731,16,16,3,0,2024-05-27
73,H00741,H00743,17,17,11,0,2024-05-27
73,H00749,H00844,17,20,2,0,2024-05-27
73,H00765,H00762,17,17,16,0,2024-05-27
73,H00774,H00786,18,18,17,1,2024-05-27
73,H00790,H00546,18,12,19,0,2024-05-27
73,H00795,H00019,18,0,4,0,2024-05-27
73,H00848,H00849,20,20,19,0,2024-05-27
73,H00897,H00881,21,21,24,0,2024-05-27
73,H00900,H00903,21,21,20,0,2024-05-27
73,H00907,H00800,22,18,16,0,2024-05-27
73,H00919,H00998,22,25,8,1,2024-05-27
73,H00920,H00908,22,22,22,0,2024-05-27
73,H00934,H00949,23,23,20,0,2024-05-27
73,H00945,H00938,23,23,14,1,2024-05-27
73,H00966,H00673,24,15,6,0,2024-05-27
73,H00979,H00774,24,18,8,1,2024-05-27
73,H00980,H00981,24,24,19,0,2024-05-27
73,H00991,H01017,25,25,3,1,2024-05-27
73,H00998,H00996,25,25,5,0,2024-05-27
74,H00000,H00032,0,0,12,1,2024-06-03
74,H00006,H00002,0,0,8,1,2024-06-03
74,H00017,H00335,0,7,3,1,2024-06-03
74,H00022,H00018,0,0,9,1,2024-06-03
74,H00024,H00027,0,0,11,1,2024-06-03
74,H00034,H00453,0,10,6,1,2024-06-03
74,H00036,H00027,0,0,6,1,2024-06-03
74,H00056,H00054,1,1,11,1,2024-06-03
74,H00058,H00048,1,1,8,1,2024-06-03
74,H00072,H00056,1,1,22,1,2024-06-03
74,H00076,H00118,1,2,14,0,2024-06-03
74,H00088,H00092,1,1,5,1,2024-06-03
74,H00099,H00290,2,6,4,1,2024-06-03
74,H00121,H00108,2,2,14,1,2024-06-03
74,H00126,H00125,2,2,24,1,2024-06-03
74,H00160,H00144,3,3,7,0,2024-06-03
74,H00161,H00146,3,3,5,1,2024-06-03
74,H00164,H00145,3,3,15,0,2024-06-03
74,H00177,H00173,3,3,24,1,2024-06-03
74,H00183,H00222,3,4,13,0,2024-06-03
74,H00203,H00635,4,14,7,1,2024-06-03
74,H00208,H00108,4,2,4,1,2024-06-03
74,H00220,H00990,4,25,12,1,2024-06-03
74,H00230,H00112,4,2,3,1,2024-06-03
74,H00232,H00239,5,5,20,0,2024-06-03
74,H00257,H00263,5,5,19,1,2024-06-03
74,H00262,H00245,5,5,5,1,2024-06-03
74,H00265,H00630,6,14,19,1,2024-06-03
74,H00267,H00289,6,6,8,0,2024-06-03
74,H00274,H00288,6,6,23,0,2024-06-03
74,H00289,H00233,6,5,5,1,2024-06-03
74,H00335,H00308,7,7,24,0,2024-06-03
74,H00355,H00351,8,8,8,1,2024-06-03
74,H00358,H00352,8,8,4,0,2024-06-03
74,H00382,H00275,9,6,11,0,2024-06-03
74,H00399,H00384,9,9,21,1,2024-06-03
74,H00412,H00124,10,2,24,1,2024-06-03
74,H00413,H00504,10,11,20,1,2024-06-03
74,H00429,H00418,10,10,5,0,2024-06-03
74,H00436,H00452,10,10,10,1,2024-06-03
74,H00439,H00027,10,0,2,1,2024-06-03
74,H00483,H00475,11,11,19,1,2024-06-03
74,H00527,H00659,12,14,5,0,2024-06-03
74,H00546,H00543,12,12,10,1,2024-06-03
74,H00548,H00573,12,12,23,1,2024-06-03
74,H00551,H00625,12,13,7,1,2024-06-03
74,H00572,H00574,12,12,2,0,2024-06-03
74,H00574,H00569,12,12,19,0,2024-06-03
74,H00582,H00590,13,13,5,1,2024-06-03
74,H00587,H00630,13,14,5,0,2024-06-03
74,H00624,H00687,13,15,12,1,2024-06-03
74,H00625,H00626,13,13,15,0,2024-06-03
74,H00628,H00712,14,16,14,1,2024-06-03
74,H00634,H00527,14,12,5,1,2024-06-03
74,H00643,H00689,14,15,24,0,2024-06-03
74,H00660,H00130,14,2,19,1,2024-06-03
74,H00661,H00650,14,14,2,0,2024-06-03
74,H00662,H00641,14,14,14,0,2024-06-03
74,H00663,H00649,14,14,6,1,2024-06-03
74,H00671,H00672,15,15,24,0,2024-06-03
74,H00676,H00668,15,15,4,0,2024-06-03
74,H00682,H00857,15,20,18,1,2024-06-03
74,H00685,H00275,15,6,6,1,2024-06-03
74,H00688,H00668,15,15,21,0,2024-06-03
74,H00706,H00784,16,18,22,1,2024-06-03
74,H00723,H00718,16,16,12,0,2024-06-03
74,H00729,H00761,16,17,23,0,2024-06-03
74,H00736,H00679,16,15,24,1,2024-06-03
74,H00758,H00446,17,10,24,0,2024-06-03
74,H00762,H00773,17,17,9,1,2024-06-03
74,H00769,H00801,17,18,20,1,2024-06-03
74,H00771,H00687,17,15,2,0,2024-06-03
74,H00774,H00574,18,12,14,1,2024-06-03
74,H00787,H00723,18,16,19,1,2024-06-03
74,H00789,H00781,18,18,14,0,2024-06-03
74,H00798,H00808,18,18,15,1,2024-06-03
74,H00804,H00695,18,15,10,0,2024-06-03
74,H00806,H00767,18,17,12,0,2024-06-03
74,H00813,H00815,19,19,8,1,2024-06-03
74,H00814,H00841,19,19,22,1,2024-06-03
74,H00840,H00832,19,19,11,0,2024-06-03
74,H00847,H00860,20,20,7,1,2024-06-03
74,H00853,H00736,20,16,15,0,2024-06-03
74,H00856,H00866,20,20,11,1,2024-06-03
74,H00857,H00860,20,20,15,1,2024-06-03
74,H00860,H00998,20,25,6,0,2024-06-03
74,H00861,H00862,20,20,18,1,2024-06-03
74,H00882,H00895,21,21,21,1,2024-06-03
74,H00889,H00323,21,7,13,1,2024-06-03
74,H00898,H00281,21,6,11,0,2024-06-03
74,H00910,H00911,22,22,5,1,2024-06-03
74,H00936,H00953,23,23,4,1,2024-06-03
74,H00951,H00959,23,23,2,0,2024-06-03
74,H00977,H00933,24,23,19,0,2024-06-03
74,H00980,H00985,24,24,9,1,2024-06-03
74,H01004,H01008,25,25,13,1,2024-06-03
75,H00003,H00635,0,14,2,1,2024-06-10
75,H00009,H00575,0,12,4,0,2024-06-10
75,H00017,H00008,0,0,18,0,2024-06-10
75,H00035,H00451,0,10,15,1,2024-06-10
75,H00079,H00025,1,0,24,0,2024-06-10
75,H00118,H00091,2,1,3,1,2024-06-10
75,H00146,H00157,3,3,11,0,2024-06-10
75,H00147,H00175,3,3,4,1,2024-06-10
75,H00153,H00181,3,3,6,1,2024-06-10
75,H00160,H00160,3,3,22,0,2024-06-10
75,H00163,H00181,3,3,15,1,2024-06-10
75,H00177,H00477,3,11,8,0,2024-06-10
75,H00194,H00213,4,4,3,0,2024-06-10
75,H00201,H00197,4,4,18,1,2024-06-10
75,H00213,H00211,4,4,18,1,2024-06-10
75,H00220,H00197,4,4,24,1,2024-06-10
75,H00223,H00302,4,6,2,0,2024-06-10
75,H00232,H00255,5,5,7,1,2024-06-10
75,H00246,H00243,5,5,4,0,2024-06-10
75,H00247,H00235,5,5,22,1,2024-06-10
75,H00252,H00250,5,5,3,0,2024-06-10
75,H00267,H00295,6,6,2,1,2024-06-10
75,H00276,H00247,6,5,23,1,2024-06-10
75,H00282,H00276,6,6,11,1,2024-06-10
75,H00285,H00302,6,6,8,0,2024-06-10
75,H00293,H00281,6,6,22,1,2024-06-10
75,H00299,H00282,6,6,8,1,2024-06-10
75,H00312,H00329,7,7,17,1,2024-06-10
75,H00337,H00317,7,7,10,0,2024-06-10
75,H00339,H00276,7,6,20,1,2024-06-10
75,H00350,H00261,8,5,21,0,2024-06-10
75,H00360,H00344,8,8,21,0,2024-06-10
75,H00365,H00033,8,0,21,1,2024-06-10
75,H00368,H00366,8,8,11,1,2024-06-10
75,H00380,H00387,9,9,12,1,2024-06-10
75,H00381,H00235,9,5,3,0,2024-06-10
75,H00382,H00409,9,9,14,0,2024-06-10
75,H00393,H00235,9,5,12,1,2024-06-10
75,H00408,H00380,9,9,9,0,2024-06-10
75,H00412,H00423,10,10,22,1,2024-06-10
75,H00459,H00541,10,12,14,0,2024-06-10
75,H00460,H00417,10,10,2,0,2024-06-10
75,H00461,H00439,10,10,24,1,2024-06-10
75,H00463,H00483,11,11,17,1,2024-06-10
75,H00468,H00486,11,11,4,1,2024-06-10
75,H00469,H00488,11,11,24,1,2024-06-10
75,H00476,H00451,11,10,2,1,2024-06-10
75,H00502,H00420,11,10,22,1,2024-06-10
75,H00510,H00482,11,11,10,0,2024-06-10
75,H00523,H00110,12,2,7,0,2024-06-10
75,H00535,H00541,12,12,6,0,2024-06-10
75,H00536,H00564,12,12,3,0,2024-06-10
75,H00546,H00542,12,12,6,1,2024-06-10
75,H00547,H00573,12,12,13,1,2024-06-10
75,H00564,H00690,12,15,18,0,2024-06-10
75,H00565,H00642,12,14,2,1,2024-06-10
75,H00566,H00395,12,9,7,1,2024-06-10
75,H00567,H00717,12,16,11,0,2024-06-10
75,H00583,H00590,13,13,10,0,2024-06-10
75,H00595,H00617,13,13,23,0,2024-06-10
75,H00602,H00780,13,18,13,0,2024-06-10
75,H00614,H00626,13,13,12,1,2024-06-10
75,H00621,H00592,13,13,9,1,2024-06-10
75,H00628,H00634,14,14,5,1,2024-06-10
75,H00637,H00663,14,14,2,1,2024-06-10
75,H00638,H00646,14,14,10,1,2024-06-10
75,H00654,H00172,14,3,8,1,2024-06-10
75,H00655,H00652,14,14,6,0,2024-06-10
75,H00669,H00686,15,15,21,1,2024-06-10
75,H00677,H00997,15,25,15,0,2024-06-10
75,H00679,H00694,15,15,21,1,2024-06-10
75,H00680,H00681,15,15,22,1,2024-06-10
75,H00689,H00571,15,12,23,1,2024-06-10
75,H00716,H00812,16,19,19,1,2024-06-10
75,H00720,H00716,16,16,6,0,2024-06-10
75,H00740,H00771,17,17,2,0,2024-06-10
75,H00741,H00965,17,24,12,1,2024-06-10
75,H00768,H00742,17,17,18,0,2024-06-10
75,H00783,H00722,18,16,7,1,2024-06-10
75,H00790,H00678,18,15,3,0,2024-06-10
75,H00802,H00803,18,18,16,1,2024-06-10
75,H00812,H00045,19,1,14,0,2024-06-10
75,H00816,H00805,19,18,24,0,2024-06-10
75,H00821,H00837,19,19,18,0,2024-06-10
75,H00860,H01009,20,25,20,0,2024-06-10
75,H00898,H00892,21,21,22,1,2024-06-10
75,H00905,H00907,22,22,15,0,2024-06-10
75,H00929,H00924,23,22,9,0,2024-06-10
75,H00934,H00937,23,23,20,1,2024-06-10
75,H00935,H00950,23,23,12,0,2024-06-10
75,H00940,H00959,23,23,21,1,2024-06-10
75,H00945,H00853,23,20,24,1,2024-06-10
75,H00950,H00264,23,5,23,1,2024-06-10
75,H00953,H00943,23,23,14,1,2024-06-10
75,H00959,H00952,23,23,18,0,2024-06-10
75,H00969,H00976,24,24,6,1,2024-06-10
75,H00971,H00970,24,24,8,1,2024-06-10
75,H01003,H00992,25,25,11,0,2024-06-10
75,H01007,H01021,25,25,9,0,2024-06-10
75,H01011,H01011,25,25,19,1,2024-06-10
75,H01014,H01015,25,25,7,1,2024-06-10
76,H00007,H00006,0,0,19,0,2024-06-17
76,H00019,H00514,0,12,23,1,2024-06-17
76,H00023,H00344,0,8,22,0,2024-06-17
76,H00050,H00065,1,1,5,0,2024-06-17
76,H00055,H00375,1,8,4,1,2024-06-17
76,H00094,H00656,1,14,17,0,2024-06-17
76,H00096,H00301,1,6,10,1,2024-06-17
76,H00101,H00130,2,2,15,1,2024-06-17
76,H00107,H00128,2,2,9,1,2024-06-17
76,H00116,H00116,2,2,13,1,2024-06-17
76,H00121,H00174,2,3,10,1,2024-06-17
76,H00130,H00133,2,2,24,0,2024-06-17
76,H00162,H00179,3,3,13,1,2024-06-17
76,H00178,H00182,3,3,18,0,2024-06-17
76,H00181,H00262,3,5,20,1,2024-06-17
76,H00192,H00021,4,0,19,0,2024-06-17
76,H00195,H00204,4,4,2,1,2024-06-17
76,H00207,H00198,4,4,10,1,2024-06-17
76,H00223,H00223,4,4,21,1,2024-06-17
76,H00230,H00200,4,4,14,1,2024-06-17
76,H00232,H00232,5,5,20,1,2024-06-17
76,H00244,H00454,5,10,23,0,2024-06-17
76,H00245,H00241,5,5,21,0,2024-06-17
76,H00251,H00042,5,1,13,1,2024-06-17
76,H00260,H00232,5,5,7,1,2024-06-17
76,H00265,H00291,6,6,8,1,2024-06-17
76,H00290,H00280,6,6,16,1,2024-06-17
76,H00305,H00142,6,2,16,1,2024-06-17
76,H00323,H00286,7,6,19,1,2024-06-17
76,H00356,H00130,8,2,13,0,2024-06-17
76,H00361,H00370,8,8,8,1,2024-06-17
76,H00365,H00665,8,15,8,1,2024-06-17
76,H00379,H00406,9,9,22,1,2024-06-17
76,H00394,H00436,9,10,6,0,2024-06-17
76,H00410,H00411,9,9,5,1,2024-06-17
76,H00412,H00437,10,10,17,1,2024-06-17
76,H00430,H00303,10,6,5,1,2024-06-17
76,H00436,H00417,10,10,9,1,2024-06-17
76,H00477,H00252,11,5,24,1,2024-06-17
76,H00479,H00618,11,13,14,1,2024-06-17
76,H00496,H00481,11,11,6,1,2024-06-17
76,H00505,H00453,11,10,19,0,2024-06-17
76,H00507,H00498,11,11,6,1,2024-06-17
76,H00515,H00547,12,12,22,1,2024-06-17
76,H00548,H00442,12,10,20,1,2024-06-17
76,H00560,H00568,12,12,9,0,2024-06-17
76,H00581,H00625,13,13,24,1,2024-06-17
76,H00591,H00598,13,13,12,1,2024-06-17
76,H00593,H00708,13,16,13,1,2024-06-17
76,H00594,H00484,13,11,10,0,2024-06-17
76,H00608,H00584,13,13,12,0,2024-06-17
76,H00611,H00592,13,13,24,0,2024-06-17
76,H00614,H00649,13,14,18,0,2024-06-17
76,H00620,H00285,13,6,7,0,2024-06-17
76,H00627,H00580,13,13,22,0,2024-06-17
76,H00628,H00607,14,13,22,1,2024-06-17
76,H00629,H00656,14,14,18,0,2024-06-17
76,H00630,H00526,14,12,3,1,2024-06-17
76,H00644,H00481,14,11,15,1,2024-06-17
76,H00653,H00013,14,0,6,1,2024-06-17
76,H00661,H00630,14,14,13,1,2024-06-17
76,H00664,H00654,14,14,12,0,2024-06-17
76,H00667,H00794,15,18,15,1,2024-06-17
76,H00670,H00678,15,15,22,1,2024-06-17
76,H00672,H00666,15,15,16,1,2024-06-17
76,H00673,H00681,15,15,10,0,2024-06-17
76,H00685,H00690,15,15,22,1,2024-06-17
76,H00687,H00696,15,15,19,0,2024-06-17
76,H00694,H00684,15,15,17,1,2024-06-17
76,H00704,H00708,16,16,13,0,2024-06-17
76,H00709,H00718,16,16,12,1,2024-06-17
76,H00720,H00672,16,15,18,1,2024-06-17
76,H00740,H00766,17,17,20,0,2024-06-17
76,H00750,H00772,17,17,21,1,2024-06-17
76,H00768,H00746,17,17,12,1,2024-06-17
76,H00800,H00678,18,15,3,0,2024-06-17
76,H00836,H00817,19,19,9,1,2024-06-17
76,H00842,H00994,20,25,2,1,2024-06-17
76,H00848,H00928,20,22,6,1,2024-06-17
76,H00860,H00856,20,20,15,1,2024-06-17
76,H00876,H00903,21,21,23,0,2024-06-17
76,H00914,H01015,22,25,9,0,2024-06-17
76,H00919,H00389,22,9,18,0,2024-06-17
76,H00920,H00845,22,20,8,0,2024-06-17
76,H00926,H00925,22,22,13,0,2024-06-17
76,H00943,H00867,23,20,6,0,2024-06-17
76,H00964,H00029,23,0,2,1,2024-06-17
76,H00968,H00985,24,24,19,1,2024-06-17
76,H00980,H00795,24,18,3,1,2024-06-17
76,H01011,H00848,25,20,13,0,2024-06-17
76,H01014,H01012,25,25,15,0,2024-06-17
76,H01016,H01021,25,25,9,0,2024-06-17
76,H01021,H00282,25,6,2,1,2024-06-17
77,H00024,H00389,0,9,10,0,2024-06-24
77,H00025,H00293,0,6,22,1,2024-06-24
77,H00028,H00036,0,0,23,0,2024-06-24
77,H00048,H00055,1,1,15,0,2024-06-24
77,H00053,H00666,1,15,13,1,2024-06-24
77,H00062,H00065,1,1,3,0,2024-06-24
77,H00079,H00060,1,1,23,0,2024-06-24
77,H00092,H00067,1,1,12,1,2024-06-24
77,H00099,H00103,2,2,13,1,2024-06-24
77,H00127,H00104,2,2,6,1,2024-06-24
77,H00128,H00131,2,2,17,1,2024-06-24
77,H00136,H00603,2,13,15,1,2024-06-24
77,H00138,H00334,2,7,19,1,2024-06-24
77,H00147,H00162,3,3,14,0,2024-06-24
77,H00148,H00182,3,3,15,1,2024-06-24
77,H00151,H00255,3,5,13,0,2024-06-24
77,H00153,H00145,3,3,22,1,2024-06-24
77,H00156,H00177,3,3,9,0,2024-06-24
77,H00166,H00145,3,3,21,1,2024-06-24
77,H00171,H00657,3,14,11,1,2024-06-24
77,H00174,H00174,3,3,8,1,2024-06-24
77,H00183,H00147,3,3,24,0,2024-06-24
77,H00188,H00195,4,4,4,1,2024-06-24
77,H00192,H00212,4,4,8,0,2024-06-24
77,H00199,H00327,4,7,20,0,2024-06-24
77,H00204,H00229,4,4,19,1,2024-06-24
77,H00211,H00189,4,4,11,0,2024-06-24
77,H00216,H00020,4,0,19,0,2024-06-24
77,H00218,H00431,4,10,7,1,2024-06-24
77,H00220,H00192,4,4,24,1,2024-06-24
77,H00232,H00112,5,2,24,1,2024-06-24
77,H00246,H00236,5,5,15,0,2024-06-24
77,H00258,H00263,5,5,17,0,2024-06-24
77,H00260,H00240,5,5,6,0,2024-06-24
77,H00275,H00260,6,5,13,1,2024-06-24
77,H00277,H00809,6,18,24,0,2024-06-24
77,H00285,H00268,6,6,15,1,2024-06-24
77,H00287,H00662,6,14,9,1,2024-06-24
77,H00291,H00286,6,6,17,0,2024-06-24
77,H00309,H00335,7,7,15,0,2024-06-24
77,H00310,H00456,7,10,12,0,2024-06-24
77,H00317,H00488,7,11,5,1,2024-06-24
77,H00319,H00338,7,7,24,1,2024-06-24
77,H00322,H00326,7,7,16,1,2024-06-24
77,H00326,H00451,7,10,20,1,2024-06-24
77,H00348,H00362,8,8,2,1,2024-06-24
77,H00351,H00280,8,6,3,1,2024-06-24
77,H00372,H00362,8,8,14,1,2024-06-24
77,H00379,H00392,9,9,4,1,2024-06-24
77,H00383,H00386,9,9,10,1,2024-06-24
77,H00385,H00379,9,9,9,0,2024-06-24
77,H00392,H00732,9,16,4,1,2024-06-24
77,H00395,H00379,9,9,23,1,2024-06-24
77,H00397,H00407,9,9,9,0,2024-06-24
77,H00410,H00362,9,8,18,0,2024-06-24
77,H00412,H00708,10,16,3,1,2024-06-24
77,H00423,H00457,10,10,21,1,2024-06-24
77,H00449,H00460,10,10,13,0,2024-06-24
77,H00453,H00450,10,10,3,1,2024-06-24
77,H00478,H00502,11,11,19,1,2024-06-24
77,H00496,H00468,11,11,8,1,2024-06-24
77,H00504,H00499,11,11,21,1,2024-06-24
77,H00508,H00887,11,21,19,1,2024-06-24
77,H00534,H00766,12,17,5,1,2024-06-24
77,H00570,H00642,12,14,18,1,2024-06-24
77,H00573,H00522,12,12,12,0,2024-06-24
77,H00576,H00127,12,2,14,0,2024-06-24
77,H00589,H00660,13,14,22,1,2024-06-24
77,H00591,H00620,13,13,4,0,2024-06-24
77,H00612,H00607,13,13,19,1,2024-06-24
77,H00621,H00389,13,9,7,0,2024-06-24
77,H00628,H00696,14,15,17,1,2024-06-24
77,H00631,H00639,14,14,18,0,2024-06-24
77,H00634,H00631,14,14,12,1,2024-06-24
77,H00643,H00559,14,12,23,1,2024-06-24
77,H00650,H00654,14,14,18,1,2024-06-24
77,H00661,H00639,14,14,8,1,2024-06-24
77,H00699,H00247,15,5,23,1,2024-06-24
77,H00705,H00703,16,16,14,0,2024-06-24
77,H00709,H00723,16,16,6,1,2024-06-24
77,H00711,H00643,16,14,15,0,2024-06-24
77,H00727,H00419,16,10,17,0,2024-06-24
77,H00742,H00436,17,10,17,1,2024-06-24
77,H00748,H00746,17,17,11,0,2024-06-24
77,H00774,H00802,18,18,17,1,2024-06-24
77,H00775,H00804,18,18,13,1,2024-06-24
77,H00781,H00660,18,14,24,0,2024-06-24
77,H00782,H00787,18,18,11,1,2024-06-24
77,H00785,H00774,18,18,13,1,2024-06-24
77,H00805,H00777,18,18,19,0,2024-06-24
77,H00808,H00803,18,18,9,1,2024-06-24
77,H00815,H00738,19,16,18,0,2024-06-24
77,H00842,H00866,20,20,7,1,2024-06-24
77,H00846,H00852,20,20,6,1,2024-06-24
77,H00869,H00856,20,20,23,0,2024-06-24
77,H00884,H00890,21,21,11,1,2024-06-24
77,H00924,H00922,22,22,6,0,2024-06-24
77,H00940,H00962,23,23,9,1,2024-06-24
77,H00942,H00868,23,20,23,1,2024-06-24
77,H00943,H00919,23,22,9,0,2024-06-24
77,H00945,H00964,23,23,19,1,2024-06-24
77,H00947,H00891,23,21,17,0,2024-06-24
77,H00975,H00971,24,24,17,1,2024-06-24
77,H00982,H00972,24,24,21,1,2024-06-24
78,H00001,H00320,0,7,19,1,2024-07-01
78,H00007,H00021,0,0,24,0,2024-07-01
78,H00023,H00003,0,0,17,1,2024-07-01
78,H00024,H00013,0,0,22,1,2024-07-01
78,H00027,H00006,0,0,11,1,2024-07-01
78,H00040,H00059,1,1,8,1,2024-07-01
78,H00052,H00084,1,1,22,1,2024-07-01
78,H00077,H00068,1,1,8,0,2024-07-01
78,H00081,H00052,1,1,7,1,2024-07-01
78,H00085,H00046,1,1,9,1,2024-07-01
78,H00100,H00030,2,0,18,1,2024-07-01
78,H00110,H00475,2,11,15,1,2024-07-01
78,H00132,H00329,2,7,23,1,2024-07-01
78,H00135,H00146,2,3,19,0,2024-07-01
78,H00136,H00304,2,6,4,0,2024-07-01
78,H00137,H00287,2,6,20,1,2024-07-01
78,H00140,H00118,2,2,18,0,2024-07-01
78,H00145,H00003,3,0,14,1,2024-07-01
78,H00181,H00170,3,3,3,0,2024-07-01
78,H00187,H00030,4,0,12,0,2024-07-01
78,H00191,H00222,4,4,21,1,2024-07-01
78,H00195,H00191,4,4,13,0,2024-07-01
78,H00201,H00911,4,22,24,0,2024-07-01
78,H00219,H00043,4,1,18,0,2024-07-01
78,H00233,H00234,5,5,4,1,2024-07-01
78,H00265,H00292,6,6,20,1,2024-07-01
78,H00266,H00275,6,6,10,1,2024-07-01
78,H00311,H00308,7,7,9,1,2024-07-01
78,H00351,H00351,8,8,18,1,2024-07-01
78,H00376,H00260,8,5,11,1,2024-07-01
78,H00379,H00129,9,2,22,0,2024-07-01
78,H00384,H00382,9,9,23,1,2024-07-01
78,H00393,H00410,9,9,2,0,2024-07-01
78,H00396,H00413,9,10,8,0,2024-07-01
78,H00403,H00386,9,9,20,0,2024-07-01
78,H00404,H00847,9,20,20,1,2024-07-01
78,H00407,H00403,9,9,20,1,2024-07-01
78,H00412,H00455,10,10,20,0,2024-07-01
78,H00423,H00456,10,10,7,1,2024-07-01
